loan_id,age,employment_status,tenure_months,annual_income,residence_type,dependents,credit_score,delinquencies_12m,inquiries_6m,revolving_utilization,total_open_accounts,months_since_last_delinquency,loan_amount,term_months,interest_rate,installment_amount,purpose,months_on_book,current_balance,missed_payments_3m,days_past_due,payment_to_income_ratio,unemployment_rate,inflation_rate,cash_rate_proxy,region,region_risk_index,default_12m,lgd,ead,ecl_true
17029,45,Employed,76,56415.0,Rent,1,579,0,2,0.4595417373138265,7,68,19760.0,24,0.07423488429332527,888.5,Debt Consolidation,54,988.0,0,0,0.1889922892847647,3.5006191121352863,3.3483090063196044,3.510423495087738,Outer Metro,1.0,0,0.6970851506618001,988.0,56.074381923158086
17030,42,Employed,122,90351.0,Rent,2,695,0,0,0.09780126192093805,3,46,23726.0,60,0.07948165423077128,480.49,Debt Consolidation,8,20562.53,0,0,0.06381644918152539,4.407003797154078,2.0,5.204844560502567,Regional,1.08,0,0.5695275367445504,20562.53,456.9085648475614
17031,52,Employed,26,44192.0,Rent,1,602,1,1,0.3177708070458354,1,3,15656.0,36,0.06941961775788823,483.0,Debt Consolidation,46,782.8,1,16,0.1311549601737871,4.658242521867967,2.9991059353378797,3.426028747075971,Outer Metro,1.0,0,0.6358252362381156,782.8,72.44768032096074
17032,52,Employed,137,35045.0,Mortgage,1,738,0,1,0.45330933756637515,6,12,9854.0,36,0.07316784891121059,305.69,Debt Consolidation,34,547.44,0,0,0.10467341988871451,3.30522569565598,2.3055363825230386,3.5836795856551227,Inner Metro,0.95,1,0.6525962234245158,547.44,19.766276031479542
17033,36,Self-employed,45,74762.0,Rent,1,740,0,0,0.234210391146087,7,77,16832.0,72,0.09078764640161412,304.06,Medical,34,8883.56,0,0,0.048804472860544124,5.645649100504466,5.540789038956881,4.199778692384767,Outer Metro,1.0,1,0.6332743230670709,8883.56,979.8160252100724
17034,47,Student,20,43134.0,Rent,0,644,1,0,0.4193217256626377,3,10,14617.0,36,0.10012596022599012,471.74,Debt Consolidation,40,730.85,0,0,0.13123939351787453,5.203843872619618,2.7490337512940997,3.8923102642925844,Outer Metro,1.0,0,0.7043693325778788,730.85,110.94223572785323
17035,47,Employed,34,48278.0,Rent,1,730,0,1,0.18334156859329032,9,74,4166.0,60,0.061079750944847126,80.75,Other,44,1110.93,0,0,0.020071253987323418,4.428483422658531,2.704019449613364,3.9709954007910118,Inner Metro,0.95,0,0.6438770826430362,1110.93,39.41931635437598
17036,51,Employed,54,56410.0,Rent,0,639,2,1,0.165312343383972,3,11,9654.0,36,0.07717350354914523,301.26,Car,42,482.7,2,42,0.06408650948413402,6.382628703127667,3.1572387710870884,4.221415642353464,Regional,1.08,0,0.7004512487470403,482.7,28.08444495726092
17037,39,Employed,19,39694.0,Rent,4,579,2,0,0.17907826632221827,12,9,7531.0,60,0.07894128552066473,152.32,Other,22,4769.63,0,0,0.04604826925983775,4.573619074997584,5.085661313937332,4.253268956902268,Remote,1.18,1,0.6386657729908924,4769.63,785.3497212892398
17038,21,Employed,12,44039.0,Mortgage,1,683,1,2,0.30160857925895096,7,1,11062.0,36,0.10399755597645306,359.02,Debt Consolidation,43,553.1,0,0,0.09782783441949182,6.975885646485615,5.142806189617138,4.703097055915495,Inner Metro,0.95,0,0.6263069324511392,553.1,55.07465734986669
17039,26,Employed,60,109164.0,Mortgage,1,667,1,1,0.29828413502708867,3,28,17648.0,24,0.07142885409403647,791.29,Other,8,11765.33,0,0,0.08698362097394745,4.877285868245657,2.953345433500788,4.581142892264288,Inner Metro,0.95,1,0.6689150368768648,11765.33,1483.7564834598045
17040,32,Employed,39,61386.0,Rent,1,670,0,1,0.19535315938729958,8,27,21283.0,36,0.10084652223001342,687.59,Debt Consolidation,5,18327.03,0,0,0.13441305835206727,4.054550180763098,3.4140888345936466,6.221837859350188,Outer Metro,1.0,0,0.6176519356626383,18327.03,777.5960507436359
17041,31,Employed,153,30276.0,Mortgage,1,581,1,1,0.3079586940904893,8,0,4179.0,24,0.1044349572643772,193.7,Debt Consolidation,1,4004.88,0,0,0.07677368212445501,4.090775898931044,3.771025962071756,5.116269647898563,Outer Metro,1.0,0,0.6696138189709293,4004.88,451.5816871136138
17042,46,Employed,35,32809.0,Mortgage,2,670,0,0,0.6256610835743018,7,79,8151.0,36,0.11626957721030177,269.28,Medical,10,5886.83,0,0,0.09849004846231216,5.30929708364505,5.808224851415705,4.420430481713447,Regional,1.08,0,0.641254159662785,5886.83,554.9172254092325
17043,42,Employed,18,71280.0,Rent,0,688,0,1,0.09479812573994001,11,37,10719.0,48,0.09296818819199217,268.26,Medical,26,4912.88,0,0,0.04516161616161616,3.915417628674887,2.0,6.138527188853564,Inner Metro,0.95,0,0.6687389346899705,4912.88,148.28649939738517
17044,41,Student,20,24465.0,Mortgage,2,631,0,2,0.4204265199216833,5,68,7163.0,48,0.08881421141575618,177.85,Debt Consolidation,48,358.15,0,0,0.08723482526057633,5.373281167001927,2.154116654487301,3.607178711557825,Inner Metro,0.95,1,0.6291814069996864,358.15,20.121829614639086
17045,40,Employed,118,35303.0,Rent,4,725,0,2,0.16905160647361434,6,73,8864.0,36,0.11349779009004826,291.67,Car,18,4432.0,0,0,0.09914284904965585,4.719376659278799,7.160344001463946,6.420661392829597,Outer Metro,1.0,0,0.6059946669820392,4432.0,90.26366366614833
17046,31,Self-employed,34,40326.0,Mortgage,1,696,0,1,0.28043147052943523,9,64,5003.0,72,0.09987058479083158,92.65,Debt Consolidation,29,2987.9,0,0,0.027570302038387146,4.691858861214413,5.531097120228321,7.0,Remote,1.18,0,0.5592411441324842,2987.9,97.66915999561019
17047,58,Unemployed,12,18000.0,Rent,0,636,0,0,0.5631025100576471,6,65,3263.0,60,0.12711308017509776,73.76,Debt Consolidation,29,1685.88,0,0,0.04917333333333334,5.150043456843215,2.0625130360804502,5.362703899346359,Inner Metro,0.95,0,0.6802197834336762,1685.88,245.8020479095948
17048,41,Employed,92,56267.0,Rent,3,641,0,0,0.40275602658770143,4,33,10566.0,36,0.1158102228482006,348.83,Debt Consolidation,50,528.3,0,0,0.07439458297048003,6.405620634389989,8.0,4.3449752818524034,Regional,1.08,0,0.6664118282318612,528.3,67.15415873901738
17049,39,Employed,53,22444.0,Rent,4,663,0,0,0.041896127336634385,12,28,3849.0,36,0.08430687168193016,121.38,Car,22,1496.83,1,18,0.06489752272322225,4.548407208795187,4.829561956277883,5.467716119522418,Inner Metro,0.95,0,0.623703111843313,1496.83,66.05176866111616
17050,37,Self-employed,76,38837.0,Mortgage,0,598,2,1,0.4197613062731571,11,19,5509.0,48,0.12699738935809135,146.97,Car,54,275.45,0,0,0.045411334552102375,5.420954941857699,4.147073810335635,5.721229777607177,Inner Metro,0.95,1,0.6628898173889413,275.45,34.20889749851868
17051,23,Employed,80,49576.0,Own,0,657,1,0,0.3185586478126559,9,19,9070.0,48,0.10564229991645623,232.5,Debt Consolidation,45,566.88,0,0,0.056277230918186226,5.733159011750585,5.9208155227077,3.555966677870617,Outer Metro,1.0,0,0.6450376913283176,566.88,43.55772563066556
17052,51,Employed,11,69995.0,Rent,1,590,0,1,0.6067708668090297,10,84,6332.0,48,0.10740353513475472,162.86,Medical,30,2374.5,0,0,0.0279208514893921,3.7481877438969886,2.8636357523701976,5.296783843496396,Inner Metro,0.95,0,0.6317442684236132,2374.5,182.48219663118843
17053,45,Employed,50,50235.0,Rent,0,666,0,1,0.3487472969676845,9,22,9380.0,48,0.10188295795237631,238.75,Debt Consolidation,45,586.25,1,32,0.057031949835771874,5.827314560567916,3.368781498767871,4.270304759026281,Outer Metro,1.0,0,0.6529227739351152,586.25,32.37110336017125
17054,61,Employed,56,34665.0,Own,1,713,0,0,0.698710214001074,7,83,9215.0,48,0.11692161640320081,241.28,Other,59,460.75,0,0,0.083524015577672,6.178455878687478,4.099622860822669,3.6816057496351275,Inner Metro,0.95,0,0.6630686282018994,460.75,44.34396245978338
17055,46,Employed,87,26038.0,Mortgage,1,613,1,0,0.11350828439817162,14,13,4659.0,36,0.10188263941825608,150.74,Car,49,232.95,0,0,0.06947077348490667,6.359372153679505,4.656277999628666,4.823951506629891,Outer Metro,1.0,0,0.6093295185912426,232.95,12.482424101270198
17056,46,Employed,66,58967.0,Mortgage,2,570,1,3,0.539730661673206,7,9,15140.0,36,0.1118524232656152,496.99,Debt Consolidation,38,757.0,0,0,0.10113928129292654,3.8694999603205154,4.438791641579739,4.589043863548089,Inner Metro,0.95,0,0.6017310986948045,757.0,101.5410172704218
17057,32,Employed,100,96771.0,Own,2,707,0,1,0.4425051491098939,7,59,23155.0,72,0.07678648321808498,402.36,Home Improvement,51,6753.54,0,0,0.04989428651145488,3.9533622751222106,4.266659223003675,3.156678011568859,Regional,1.08,0,0.576537418588444,6753.54,356.1173842983847
17058,42,Employed,49,65683.0,Rent,0,648,1,0,0.23623619789479727,11,5,20312.0,24,0.12193897335111051,958.0,Debt Consolidation,11,11002.33,0,0,0.1750224563433461,5.134781070655431,3.485094740212195,5.9035194340799375,Regional,1.08,0,0.6650861906693463,11002.33,519.2315536174709
17059,45,Unemployed,3,18000.0,Rent,2,631,0,3,0.43117705914180043,8,64,6067.0,48,0.11070889667669782,157.01,Debt Consolidation,19,3665.48,0,0,0.10467333333333333,5.066505388168072,4.458675140575983,4.691505114112812,Inner Metro,0.95,0,0.6387898661772393,3665.48,825.5735398504137
17060,18,Employed,47,56855.0,Mortgage,3,673,0,0,0.49106163552385007,10,75,20447.0,60,0.1263759793697815,461.45,Debt Consolidation,53,2385.48,0,0,0.0973951279570838,5.2231766181821175,4.349632655331035,5.334544848504711,Inner Metro,0.95,1,0.610572000419116,2385.48,319.90515504432705
17061,58,Unemployed,4,18000.0,Mortgage,0,700,0,0,0.1029527051702361,12,46,2000.0,60,0.10617415334169449,43.1,Other,57,100.0,0,0,0.028733333333333333,4.772067567434153,3.9867036464301173,5.4306881228452095,Remote,1.18,0,0.6547047920996099,100.0,5.9975196539552575
17062,44,Employed,9,91799.0,Rent,1,697,0,2,0.19364025472856958,12,23,18450.0,36,0.08574472140001316,583.06,Debt Consolidation,4,16400.0,0,0,0.07621782372356996,5.422996319500742,3.655476009592097,3.8097880246683795,Inner Metro,0.95,0,0.566083644758598,16400.0,989.9359943540637
17063,51,Employed,33,30612.0,Mortgage,1,721,0,1,0.07938865292774729,4,72,9965.0,36,0.06083579768297604,303.53,Debt Consolidation,15,5812.92,0,0,0.118984711877695,3.0,3.324872320472759,6.686875580625218,Regional,1.08,1,0.618610412513169,5812.92,63.65526585199247
17064,50,Employed,20,34957.0,Rent,1,684,0,2,0.4441728143199526,9,47,13928.0,60,0.12100509769667735,310.53,Home Improvement,48,2785.6,0,0,0.10659839231055294,5.989696907992342,2.0968856566252683,6.6066409858753685,Outer Metro,1.0,0,0.6155971394092877,2785.6,264.9034421516664
17065,27,Self-employed,67,59537.0,Own,0,663,0,2,0.3852827667242589,7,44,12558.0,24,0.12175926821202956,592.18,Home Improvement,51,627.9,0,0,0.11935703848027275,6.966263031641914,5.85100650775208,3.5455139472512256,Regional,1.08,0,0.6447131135475467,627.9,57.84430486723837
17066,30,Employed,33,49481.0,Mortgage,1,722,0,0,0.36947308474459084,2,91,14217.0,24,0.09064534960151382,649.92,Car,45,710.85,0,0,0.15761686303833794,4.536338979710941,4.97493675293008,4.552781094260478,Inner Metro,0.95,0,0.653148386905936,710.85,27.923522796638636
17067,36,Employed,8,78917.0,Rent,0,628,1,0,0.11656443211649654,12,25,20176.0,60,0.09516817709325122,423.9,Car,26,11433.07,0,0,0.06445759468809001,5.442827193635689,5.308920825094209,4.715304741439254,Inner Metro,0.95,0,0.5991648781502037,11433.07,1192.9862213959098
17068,35,Employed,24,28421.0,Own,0,574,1,2,0.6663359894135489,19,0,7120.0,36,0.14557251287373918,245.28,Other,22,2768.89,0,0,0.10356285844973788,7.216802941761497,2.493727592039352,3.879137192591984,Inner Metro,0.95,0,0.6039991365705251,2768.89,718.6352563856368
17069,41,Employed,13,18000.0,Rent,1,666,1,4,0.28125929952296563,6,14,2586.0,48,0.11346261879078649,67.27,Debt Consolidation,55,129.3,0,0,0.04484666666666667,5.240156603647796,3.3501755272206095,4.141278655773531,Inner Metro,0.95,0,0.6822097905533724,129.3,11.302841520407728
17070,49,Employed,50,53662.0,Rent,0,667,0,3,0.31828727412160235,2,67,10833.0,48,0.12606492059962943,288.51,Medical,16,7222.0,0,0,0.06451716298311655,5.566511162536021,3.9087803850195066,6.917716672894883,Inner Metro,0.95,0,0.6248942008610654,7222.0,524.9113538702412
17071,20,Employed,28,19401.0,Own,0,661,0,1,0.28987139597825234,4,54,5380.0,72,0.10596660025245785,101.3,Car,59,971.39,0,0,0.0626565640946343,7.410041832283934,4.4645380266494135,4.035706486234387,Remote,1.18,1,0.5672767326308065,971.39,75.35681240516814
17072,35,Student,12,35674.0,Own,3,624,1,2,0.5150842323815555,9,14,7414.0,60,0.17889503629298895,187.82,Debt Consolidation,9,6301.9,2,52,0.06317878567023602,7.643713894471498,2.999753646748278,6.460764686457681,Inner Metro,0.95,1,0.6162481404051932,6301.9,1851.9541221440306
17073,48,Employed,18,55314.0,Rent,1,682,2,1,0.26774255657321316,8,5,17107.0,60,0.07081525763819739,339.4,Car,7,15111.18,1,23,0.07363054561232238,3.927081528942499,6.2542357380923725,5.743661112725635,Inner Metro,0.95,0,0.6731412724071952,15111.18,1046.430384562069
17074,20,Employed,53,40214.0,Own,4,664,1,0,0.18688117775186616,8,17,7869.0,36,0.0909094842970242,250.57,Medical,10,5683.17,0,0,0.07477097528224001,4.706208106836716,5.144015045351,4.982066141627269,Inner Metro,0.95,0,0.5991012304245074,5683.17,118.96216163562401
17075,45,Employed,74,75541.0,Rent,0,658,0,1,0.5549064583962001,10,49,15202.0,60,0.14719075311835186,359.42,Medical,25,8867.83,0,0,0.05709535219284892,6.272306958718846,4.235524014664605,5.858749109212653,Inner Metro,0.95,0,0.6423375313963468,8867.83,975.1932873204629
17076,50,Employed,36,69532.0,Mortgage,1,631,1,2,0.3905849011726377,9,13,17989.0,60,0.10527599508403998,386.9,Debt Consolidation,40,5996.33,0,0,0.0667721336938388,5.796537971228595,4.3940961994275645,5.4477491784622645,Outer Metro,1.0,0,0.6719338207058371,5996.33,861.3478394023065
17077,27,Employed,41,63868.0,Rent,1,587,2,3,0.4103277677607552,7,10,7701.0,60,0.11750308332229582,170.33,Debt Consolidation,49,1411.85,0,0,0.032002880941942764,6.047250191224075,3.7127996930879186,5.132227510066951,Inner Metro,0.95,0,0.734242499178931,1411.85,256.8887061114913
17078,41,Student,8,32354.0,Own,0,689,0,1,0.347223598187648,10,33,6290.0,36,0.09112514442326419,200.35,Debt Consolidation,17,3319.72,0,0,0.07430920442603697,3.0,3.1141021866849714,5.564874388374852,Regional,1.08,0,0.6661161973507218,3319.72,92.65314573083784
17079,46,Unemployed,21,18000.0,Mortgage,1,701,0,2,0.060409274666206644,11,36,5326.0,60,0.05,100.51,Debt Consolidation,7,4704.63,0,0,0.06700666666666667,3.0,2.0,4.0387028942044845,Regional,1.08,0,0.5979217351296662,4704.63,160.4408617645039
17080,43,Employed,60,54358.0,Mortgage,1,718,0,2,0.21604738403586476,9,28,17064.0,48,0.10924320208358247,440.4,Car,24,8532.0,0,0,0.09722212001913241,7.34105813796659,5.139170573643968,4.346855401704142,Inner Metro,0.95,0,0.5976094500079855,8532.0,489.14841052224233
17081,46,Employed,39,18000.0,Own,1,712,0,0,0.14011379597486306,3,55,4854.0,36,0.08740482276964065,153.77,Other,28,1078.67,0,0,0.10251333333333335,6.128648443031656,4.076093749713315,3.146601465053524,Regional,1.08,0,0.5721417279212301,1078.67,43.93464785443887
17082,42,Self-employed,31,18796.0,Rent,0,717,0,2,0.07896457819698213,7,58,3466.0,36,0.09448373106792742,110.94,Other,51,173.3,0,0,0.07082783570972548,5.624370221208051,5.538575615262001,5.280672307762287,Inner Metro,0.95,0,0.6109307665448414,173.3,5.01548736070123
17083,41,Self-employed,42,87019.0,Own,1,739,1,0,0.27637105781618204,11,21,14864.0,60,0.05,280.5,Other,49,2725.07,0,0,0.03868120755237362,3.7092522101949026,4.756201637775132,3.911749726908852,Inner Metro,0.95,0,0.6448414599025399,2725.07,134.9849607546188
17084,41,Employed,11,29295.0,Rent,0,564,1,0,0.5300512107596504,8,1,3607.0,72,0.08738251169649197,64.55,Debt Consolidation,2,3506.81,0,0,0.02644137224782386,4.702014366512781,3.9631098304598313,3.0609151360617526,Regional,1.08,0,0.7250403471524887,3506.81,823.3887452955594
17085,49,Employed,47,48485.0,Rent,1,672,0,0,0.30038660298623504,10,6,8154.0,72,0.11170192016613993,155.92,Debt Consolidation,7,7361.25,0,0,0.038590079406001856,5.883582541014392,4.117355811779969,5.144980096731979,Regional,1.08,0,0.6635076177164917,7361.25,394.27631856113004
17086,32,Employed,61,49000.0,Mortgage,0,646,1,1,0.3353059182007698,9,7,5602.0,24,0.066890415104258,250.03,Debt Consolidation,21,700.25,1,31,0.06123183673469387,3.5403016735664465,3.043689125351239,4.277984858736564,Inner Metro,0.95,0,0.6248549241529094,700.25,33.144335631909236
17087,46,Employed,7,83742.0,Mortgage,2,591,1,1,0.06375783496392282,2,0,21217.0,24,0.09140164229850747,970.66,Other,27,1060.85,1,19,0.13909292827971625,4.353695174503101,2.4466283625048915,6.193111925879213,Outer Metro,1.0,0,0.6418378863495408,1060.85,43.528343438295174
17088,24,Employed,78,98238.0,Own,1,673,0,1,0.22183937308820578,6,31,35125.0,48,0.111515801480961,910.41,Debt Consolidation,10,27807.29,0,0,0.11120869724546509,5.650480838017938,2.713224672327188,5.424941374669601,Inner Metro,0.95,0,0.5077147360359571,27807.29,1166.685621495345
17089,23,Student,22,18000.0,Mortgage,1,649,0,2,0.24811282809898577,6,59,3329.0,24,0.1069527099498713,154.69,Medical,43,166.45,0,0,0.10312666666666667,5.907691066174646,2.7516719208705496,5.936909647768486,Outer Metro,1.0,0,0.533185885062731,166.45,4.761082593755635
17090,18,Employed,47,28107.0,Own,0,657,0,1,0.5070848177214253,7,48,7085.0,36,0.10828130216167758,231.38,Debt Consolidation,22,2755.28,0,0,0.09878535596114847,4.572341761356784,3.747670052974086,4.466237494648527,Outer Metro,1.0,0,0.596500921338077,2755.28,180.8296925697313
17091,32,Self-employed,18,56256.0,Mortgage,1,631,0,4,0.5420652103283082,12,72,11714.0,24,0.11895223136293645,550.85,Debt Consolidation,33,585.7,0,0,0.11750213310580206,6.378721456421422,5.017891657918862,4.85655067021512,Inner Metro,0.95,0,0.6061656780249342,585.7,94.41688106620941
17092,28,Self-employed,21,30870.0,Rent,2,668,0,1,0.40314787380917233,4,63,4936.0,60,0.13850355690217372,114.47,Car,55,411.33,0,0,0.04449757045675413,6.339732928196238,4.890073501988668,5.505608088521608,Regional,1.08,0,0.5848105913894968,411.33,30.619588526568425
17093,36,Employed,26,70209.0,Own,3,701,0,2,0.18311984874110507,9,50,13782.0,24,0.05,604.64,Debt Consolidation,47,689.1,0,0,0.10334401572447977,3.048696045810844,2.0261071540287414,3.0,Outer Metro,1.0,0,0.5991939105625989,689.1,9.08703051846564
17094,39,Self-employed,21,86802.0,Mortgage,1,615,0,5,0.46287003810132704,11,61,28645.0,48,0.10874201249893956,738.6,Debt Consolidation,48,1432.25,2,38,0.10210824635377065,7.165559144536768,5.1183889407144205,3.0,Inner Metro,0.95,0,0.6259208075393362,1432.25,278.50063580563125
17095,30,Unemployed,19,18000.0,Mortgage,2,698,0,0,0.38891311621961583,1,49,2000.0,60,0.12008482811524866,44.5,Medical,44,533.33,1,24,0.029666666666666668,6.599698915877481,4.184171056541176,4.478267923403155,Regional,1.08,0,0.6338980823503293,533.33,117.2335658927751
17096,47,Employed,84,74166.0,Rent,2,612,1,0,0.04666253272207795,10,0,11776.0,72,0.05780318417428752,193.94,Debt Consolidation,25,7687.11,0,0,0.031379338241242616,5.447882454305099,4.910607735936155,3.0,Outer Metro,1.0,0,0.6503313244864892,7687.11,528.7683906630742
17097,43,Employed,24,38706.0,Mortgage,0,728,0,0,0.13773447931609584,7,57,4078.0,48,0.06899395600570915,97.46,Debt Consolidation,28,1699.17,0,0,0.030215470469694618,5.035240383505197,4.668900327643835,3.738400666114188,Inner Metro,0.95,0,0.6405982915362182,1699.17,24.038440421449856
17098,25,Unemployed,12,21682.0,Mortgage,1,667,0,0,0.47889403789635476,9,54,6905.0,24,0.141006889767078,331.86,Debt Consolidation,22,575.42,1,17,0.1836694031915875,6.147211843737868,2.0,5.1353190137157245,Outer Metro,1.0,1,0.5929139002249558,575.42,80.31600716243007
17099,18,Employed,9,33574.0,Mortgage,1,697,0,2,0.01530065607583802,5,76,5837.0,36,0.10207377323155774,188.91,Debt Consolidation,20,2594.22,0,0,0.0675201048430333,5.840462589137347,4.25763386741982,4.901412042958553,Regional,1.08,0,0.6093677540691077,2594.22,78.63291288207814
17100,37,Employed,131,72585.0,Mortgage,3,701,0,1,0.3195995945170997,5,57,15629.0,60,0.08489890639105262,320.58,Car,59,781.45,0,0,0.052999380037197764,4.874136777870048,5.912856242389009,5.2294087925811175,Remote,1.18,0,0.6520063901577331,781.45,45.7890976678034
17101,27,Student,18,19179.0,Rent,0,641,1,1,0.22000299653626496,9,31,2247.0,36,0.11393979780375046,73.98,Car,52,112.35,0,0,0.04628812763960582,7.127525192402121,2.4571043217836994,3.443679263977174,Inner Metro,0.95,0,0.6676601865084436,112.35,6.861586145925711
17102,49,Student,5,21094.0,Rent,1,576,1,1,0.53140730752275,12,19,3469.0,48,0.09608376237895729,87.33,Debt Consolidation,51,173.45,1,23,0.04968047786100313,3.0,2.7983588701422626,5.444942999660797,Outer Metro,1.0,0,0.7186277268676199,173.45,25.726465356349212
17103,44,Employed,51,34635.0,Mortgage,1,662,1,3,0.42147918327227013,6,11,6077.0,36,0.09475640870280959,194.6,Other,46,303.85,0,0,0.06742312689475963,4.402128781297785,2.0,3.732029154248273,Regional,1.08,0,0.6455342043664335,303.85,17.91257905787796
17104,32,Employed,47,49006.0,Own,1,797,0,1,0.2577854972657528,8,77,6305.0,72,0.09907239845293903,116.51,Medical,59,1138.4,0,0,0.028529567808023508,5.737334179636003,3.4144136064446426,5.1151766022340945,Remote,1.18,0,0.599070425296354,1138.4,27.347930672330612
17105,42,Self-employed,29,30008.0,Rent,1,673,0,1,0.48143008848316576,8,64,8438.0,48,0.1044157414660059,215.8,Debt Consolidation,17,5449.54,0,0,0.08629698747000801,5.137475200258871,2.086722885053333,5.255194339596677,Inner Metro,0.95,0,0.5749383659048528,5449.54,262.4691999647502
17106,40,Unemployed,33,18000.0,Own,0,640,1,2,0.33511719830063474,12,10,5440.0,36,0.13482198780970828,184.56,Debt Consolidation,39,272.0,0,0,0.12304,6.039508530375633,2.881245231977318,6.669861380382898,Outer Metro,1.0,0,0.6493561938395246,272.0,36.34078769243611
17107,49,Employed,14,48057.0,Rent,1,626,1,0,0.32206404138428135,10,16,12971.0,36,0.09667176209732975,416.51,Home Improvement,10,9367.94,0,0,0.10400399525563393,3.5264320155290285,4.320355770656128,6.283538287729052,Regional,1.08,0,0.7073233522246787,9367.94,547.9047161584133
17108,30,Employed,18,42877.0,Mortgage,2,722,0,2,0.378472897902164,9,84,14974.0,72,0.1020023463687585,278.92,Debt Consolidation,42,6239.17,0,0,0.07806143153672132,4.894669259769751,5.06043610694086,5.26177366333064,Inner Metro,0.95,0,0.6031315242724664,6239.17,427.4640043285192
17109,67,Employed,43,35121.0,Rent,1,685,0,1,0.10623594687663279,5,74,9604.0,36,0.10981069598598577,314.34,Car,16,5335.56,0,0,0.10740240881523874,6.580442098973973,2.0,4.225322984480841,Inner Metro,0.95,0,0.5889437678518783,5335.56,133.35046809744867
17110,44,Student,27,18000.0,Rent,1,644,0,0,0.5564476258550823,5,73,4700.0,48,0.0951032848772287,118.1,Medical,4,4308.33,0,0,0.07873333333333334,3.407552068688741,3.402163537079622,4.689639435062274,Outer Metro,1.0,0,0.634655061488039,4308.33,298.6879306311209
17111,40,Employed,26,42058.0,Own,2,709,0,2,0.13057096284554112,10,84,4705.0,36,0.09984358746109226,151.78,Debt Consolidation,1,4574.31,0,0,0.04330591088496837,4.911438412332236,3.697173335275004,4.923492184598827,Outer Metro,1.0,0,0.6006160644366124,4574.31,82.0084668851772
17112,44,Unemployed,13,18000.0,Mortgage,1,690,0,0,0.13030886762446137,4,61,6540.0,48,0.08518311221789861,161.26,Debt Consolidation,5,5858.75,0,0,0.10750666666666667,4.563017793078438,3.831137717638694,3.9386064609766835,Outer Metro,1.0,0,0.6053064815695072,5858.75,241.4969164379376
17113,33,Employed,56,52210.0,Rent,2,654,0,1,0.45414805564400557,6,48,19018.0,48,0.11065152279713313,492.13,Home Improvement,25,9112.79,2,52,0.11311166443210113,5.636036083958142,5.039241254455057,5.2164480513252744,Inner Metro,0.95,0,0.6533594492625465,9112.79,442.13777584573285
17114,36,Employed,6,87171.0,Mortgage,2,630,1,1,0.23137124621502567,5,10,27613.0,48,0.10111018182518593,701.81,Debt Consolidation,30,10354.88,1,27,0.09661148776542657,5.671713160933577,5.042589046239725,5.317482811278467,Regional,1.08,0,0.6047120213651564,10354.88,614.8518629851837
17115,27,Employed,20,23762.0,Mortgage,0,663,0,1,0.24311165897502363,11,55,4256.0,24,0.1132831726584469,199.01,Debt Consolidation,22,354.67,0,0,0.10050164127598686,5.316518646760848,5.151502312194096,5.316086652758716,Inner Metro,0.95,0,0.607297498129196,354.67,13.19665981764411
17116,49,Employed,6,33647.0,Mortgage,2,656,0,3,0.11427974124451834,10,81,3639.0,60,0.05,68.67,Other,41,1152.35,1,24,0.024490742116682025,4.852175063670803,4.315654781926457,3.438954786695544,Regional,1.08,1,0.6209157153951352,1152.35,42.49316830447809
17117,36,Employed,58,42028.0,Mortgage,2,658,0,1,0.19392863689117879,11,49,15579.0,24,0.0993371356271864,718.42,Home Improvement,51,778.95,0,0,0.2051261064052536,5.275921183128388,3.6734725485500324,4.507050391463513,Inner Metro,0.95,0,0.5404936474156072,778.95,55.76338132446887
17118,37,Employed,32,89680.0,Rent,0,635,0,2,0.43252665555546843,8,43,30985.0,24,0.12874711888996343,1471.26,Home Improvement,44,1549.25,0,0,0.19686797502230152,5.002419427367692,3.3377694655651355,5.50149566034841,Inner Metro,0.95,0,0.6048938303073146,1549.25,86.48696502990546
17119,35,Self-employed,14,40856.0,Own,0,672,0,1,0.12969380951203152,5,69,7798.0,24,0.0896439975620638,356.12,Debt Consolidation,33,389.9,1,30,0.10459761112198943,5.161044608494362,4.784627763705004,5.303110372274057,Remote,1.18,0,0.5932325152193302,389.9,20.222047526260557
17120,35,Employed,43,61563.0,Own,0,678,0,1,0.256437940485068,10,58,8876.0,36,0.15066973939350903,307.98,Other,42,443.8,0,0,0.06003216217533259,6.948360525812625,2.905091871871056,4.378240592132264,Regional,1.08,0,0.5346741459354231,443.8,12.24344853043098
17121,30,Employed,47,87166.0,Mortgage,0,698,0,1,0.30192091469399873,7,34,20037.0,36,0.07948756151748425,627.41,Debt Consolidation,50,1001.85,0,0,0.0863745038202969,3.7572904258588187,2.9136704233502977,4.486773176327034,Inner Metro,0.95,0,0.6474718681433348,1001.85,10.695622556352031
17122,36,Employed,11,43676.0,Rent,1,620,1,0,0.8149655157101466,15,10,10326.0,48,0.12745626833877804,275.72,Other,6,9035.25,0,0,0.07575418994413409,5.609987724154961,4.648610290206857,4.1259959697027355,Inner Metro,0.95,0,0.7169185522028473,9035.25,1876.8722948455181
17123,18,Self-employed,42,47844.0,Rent,1,692,0,1,0.2881302134646549,6,69,5757.0,48,0.1067964983588359,147.9,Home Improvement,29,2278.81,0,0,0.03709556057185854,4.069464699738787,4.971917990987198,5.1274623488511795,Outer Metro,1.0,0,0.6212188698786908,2278.81,63.43599366909643
